turns,victory_status,winner,moves
3,draw,draw, d2d4 c7c6 c2c4
48,mate,black, e2e4 e7e5 d2d4 g8f6 d4e5 f6e4 f1d3 e4c5 c1e3 b8c6 d3c4 c6e5 c4f7 e8f7 d1d5 f7g6 d5e5 d7d6 e5g3 g6f7 g1f3 c8f5 g3f4 d8f6 c2c3 c5d3 e1e2 d3f4 e3f4 f6e6 f4e3 f5g4 e2f1 a8e8 f3g5 f7g6 g5e6 e8e6 h2h3 g4f5 e3a7 b7b6 f1g1 d6d5 a7b8 f8d6 b8a7 e6e1
52,mate,black, d2d4 g8f6 c1f4 e7e6 e2e3 c7c5 c2c3 b7b6 g1f3 c8b7 f1e2 f8e7 b1d2 f6h5 d1c2 h5f4 e3f4 b8c6 e2d3 c5d4 d3h7 d4c3 b2c3 d8c7 f3g5 c6b4 c2b1 c7c3 g5f7 h8h7 b1h7 b4c2 e1e2 b7a6 e2d1 e8f7 h7h5 f7g8 a1c1 a6d3 h5f3 a8c8 d2b1 c3d4 d1d2 e7b4 d2d1 d3f1 f3d3 d4d3 b1d2 d3d2
115,mate,white, d2d4 d7d5 c2c4 e7e6 a2a3 g8f6 b1c3 f8e7 g1f3 e8g8 c1f4 b8d7 e2e3 c7c6 f1d3 b7b6 c4d5 c6d5 a1c1 f6g4 h2h3 g4f6 e1g1 c8b7 d1e2 f6e8 d3a6 b7a6 e2a6 d7f6 c3b5 d8d7 b5c7 e8c7 c1c7 d7d8 f1c1 e7d6 f4d6 d8d6 c7a7 a8a7 a6a7 g7g6 f3e5 f6e4 c1c6 d6b8 a7b6 b8b6 c6b6 g8g7 b6b7 e4d6 b7b6 d6c4 b6b7 c4e5 d4e5 f8c8 a3a4 c8c1 g1h2 c1a1 b2b3 a1a2 h2g3 g6g5 b7a7 h7h5 b3b4 g7g6 b4b5 f7f6 e5f6 g6f6 b5b6 f6f5 b6b7 h5h4 g3f3 a2b2 a4a5 e6e5 g2g3 e5e4 f3g2 f5g6 g3g4 g6f6 a5a6 f6e5 a7a8 d5d4 e3d4 e5d4 b7b8q b2b8 a8b8 e4e3 f2e3 d4e3 a6a7 e3f4 g2h2 f4e3 b8d8 e3f3 d8d7 f3f4 d7e7 f4f3 a7a8r f3f4 a8f8
42,mate,black, e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 d7d5 e4d5 f6d5 g5f7 e8f7 d1f3 d8f6 c4d5 c8e6 d5e6 f7e6 f3b3 e6d7 b1c3 f8c5 c3d5 f6f2 e1d1 f2g2 b3b7 g2h1 d1e2 h1g2 e2d3 g2f3 d3c4 c6a5 c4c5 a5b7 c5c4 b7a5 c4c5 c7c6 b2b4 f3d5
101,mate,white, d2d4 e7e6 c2c4 b7b6 b1c3 f8b4 c1d2 b4c3 d2c3 f7f6 g1f3 c8b7 g2g3 b7f3 e2f3 g8e7 f1g2 c7c6 e1g1 e8g8 f1e1 e7g6 d4d5 c6d5 c4d5 b8a6 d5e6 d7e6 f3f4 a8c8 e1e6 d8d1 a1d1 a6c5 e6e1 c5a4 c3b4 f8e8 g2d5 g8h8 d5c6 e8e1 d1e1 h7h6 c6a4 a7a5 e1e8 c8e8 a4e8 h8h7 b4d6 g6h8 d6c7 b6b5 c7a5 g7g5 f4g5 f6g5 e8b5 h8g6 b5d3 h7g7 d3g6 g7g6 b2b4 g6f6 b4b5 f6e7 b5b6 e7d7 g1g2 d7c8 g2f3 c8b7 f3g4 b7a6 g4h5 a6a5 b6b7 a5a6 b7b8q a6a5 h5h6 a5a4 h6g5 a4a3 b8b5 a3a2 f2f4 a2a3 f4f5 a3a2 b5b4 a2a1 f5f6 a1a2 f6f7 a2a1 f7f8r a1a2 f8a8
121,draw,draw, e2e3 c7c6 b2b3 d7d5 c1b2 c8f5 g1f3 e7e6 f3e5 b8d7 e5d7 d8d7 b1c3 f7f6 c3a4 f8d6 d2d3 g8e7 d1h5 f5g6 h5f3 e6e5 e1c1 e8c8 c1b1 g6f7 f3g3 e7g6 h2h4 h7h5 f1e2 h8h6 b2c1 f7e6 e3e4 d5d4 c1h6 g7h6 g3g6 d6a3 g6f6 b7b5 a4b2 a7a5 f6e5 a5a4 e5h5 a4b3 c2b3 d7e7 d1c1 c8b7 h5h6 d8d6 h6d2 d6d8 d2a5 a3b4 a5d8 e7d8 g2g3 d8a8 h4h5 b4c3 h5h6 a8a3 c1c2 a3a8 h6h7 a8h8 g3g4 b7c7 g4g5 e6f7 e2h5 f7h5 h1h5 c3b4 g5g6 b4f8 f2f3 c7d7 c2g2 f8g7 f3f4 d7e7 f4f5 e7f6 b2d1 c6c5 g2c2 h8c8 d1f2 c5c4 f2g4 f6e7 b3c4 b5c4 c2c4 c8b8 b1a1 b8g3 c4c7 e7d6 c7g7 g3e1 a1b2 e1c3 b2b1 c3d3 b1a1 d3c3 a1b1 c3d3 b1b2 d3c3 b2b1 c3d3 b1b2 d3c3 b2b1
80,mate,black, d2d4 g8f6 c2c4 e7e6 a2a3 c7c5 c1g5 c5d4 d1d4 f8e7 g1f3 b8c6 d4c3 e8g8 g2g3 h7h6 g5f4 d7d5 f1g2 f6e4 c3d3 d8b6 e1g1 b6b2 b1d2 e4c5 d3b1 b2b1 a1b1 g7g5 f4e3 b7b6 h2h4 g5g4 f3d4 c6d4 e3d4 c8b7 f2f3 h6h5 f3g4 h5g4 c4d5 b7d5 g2d5 e6d5 f1f4 f7f5 b1f1 c5e6 f4f5 e6d4 f5g5 e7g5 h4g5 d4e2 g1g2 f8f1 g2f1 e2g3 f1g2 g3e4 d2e4 d5e4 g2f2 a8f8 f2g3 e4e3 g3g4 e3e2 g4h5 e2e1q h5h6 e1e5 h6h5 f8f5 h5h4 f5g5 h4h3 e5g3
88,mate,black, e2e4 e7e5 g1f3 d7d5 e4d5 f8d6 b1c3 g8f6 d2d4 e5e4 c3e4 f6e4 d1e2 c8f5 f3g5 e8g8 g5e4 d8e7 e4d6 e7d6 c2c3 b8d7 g2g3 a8e8 c1e3 d6d5 h1g1 e8e4 f1g2 f5g4 g2e4 d5e4 e2d2 f8e8 g1f1 d7b6 h2h3 b6c4 d2c1 c4e3 f2e3 g4h3 f1f4 e4h1 e1e2 h1g2 e2d3 g2g3 c1e1 h3f1 d3c2 g3g6 c2b3 g6b6 b3c2 b6g6 c2d2 g6d3 d2c1 e8e3 e1f1 e3e2 f1e2 d3e2 f4f5 e2e3 c1c2 e3e4 c2b3 e4e6 b3a3 e6f5 a1e1 g7g5 e1e8 g8g7 e8e7 g5g4 e7c7 g4g3 d4d5 g3g2 d5d6 g2g1q d6d7 g1d1 d7d8n f5a5
77,mate,white, f2f4 d7d5 d2d4 b8c6 g1f3 c8f5 a2a3 e7e6 e2e3 g8f6 c2c4 f8e7 b1c3 a7a6 c4d5 f6d5 d1b3 a8b8 c3d5 d8d5 f1c4 d5d7 e1g1 e8g8 f3e5 c6e5 f4e5 e7g5 b3c3 b7b5 c4d3 f5d3 c3d3 f8d8 c1d2 c7c5 d2c3 c5c4 d3e2 d7d5 f1f3 h7h6 a1f1 b8b7 e3e4 d5c6 g2g3 b7a7 h2h4 g5e7 f3f7 d8f8 e2f3 c6a8 f7f8 a8f8 f3g4 f8c8 d4d5 c8c5 g1h1 e6d5 g4e6 g8h8 e4d5 c5e3 e6g4 e7c5 e5e6 a7e7 f1f8 h8h7 g4f5 g7g6 f8f7 e7f7 f5f7
147,mate,white, e2e4 c7c6 d2d4 d7d5 e4e5 c8f5 f2f4 e7e6 g1f3 b8d7 f1d3 f5d3 d1d3 g8e7 e1g1 e7f5 g2g4 f5e7 f4f5 e6f5 g4f5 e7c8 e5e6 f7e6 f5e6 d7f6 f3g5 d8b6 f1f6 g7f6 d3f5 e8e7 c2c3 c8d6 f5h3 h7h6 g5f7 d6f7 e6f7 e7f7 h3d7 f8e7 b2b3 a8d8 d7f5 h6h5 c1f4 e7d6 b1d2 d6f4 f5f4 d8g8 g1h1 b6d8 a1f1 g8g4 f4f5 g4g5 f5f4 h8g8 d2f3 g5g4 f3e5 f7e6 e5g4 g8g4 f4f5 e6f7 f5h5 g4g6 f1g1 d8g8 g1g6 g8g6 h5g6 f7g6 h1g2 g6f5 g2f3 f5g5 h2h3 f6f5 c3c4 d5c4 b3c4 g5f6 f3f4 f6e6 h3h4 e6f6 d4d5 c6d5 c4d5 b7b6 h4h5 b6b5 d5d6 f6e6 h5h6 e6d6 h6h7 d6c5 h7h8q c5c4 f4f5 b5b4 h8b2 a7a5 f5f4 a5a4 f4f3 a4a3 b2b3 c4b5 f3e2 b5c5 e2d3 c5b5 d3d4 b5c6 d4c4 c6d6 b3b4 d6e6 b4a3 e6e5 a3d3 e5f4 a2a4 f4e5 a4a5 e5f4 a5a6 f4g5 a6a7 g5f6 a7a8q f6e5 a8e8 e5f4 e8e2 f4g5 d3f3 g5g6 e2g2 g6h6 f3h3
61,mate,white, e2e4 d7d5 e4d5 d8d5 b1c3 d5d8 d2d4 c8f5 g1f3 e7e6 f1c4 g8f6 c1g5 f8b4 e1g1 h7h6 g5h4 e8g8 a2a3 b4a5 b2b4 a5b6 c3e2 c7c6 f1e1 b8d7 e2g3 f5g6 c2c3 a8c8 f3e5 a7a5 e5g6 f7g6 g3e4 a5b4 a3b4 g6g5 h4g3 f6g4 e4d6 c8b8 e1e6 f8f6 e6e8 g8h7 d1d3 f6f5 e8d8 b6d8 d3f5 h7h8 d6f7 h8g8 f7d8 g8h8 f5d7 g4f6 d7e6 f6g8 e6g8
62,mate,black, e2e4 c7c5 b1c3 d7d6 f1c4 e7e6 g1f3 b8c6 d2d3 g8f6 c1g5 f8e7 h2h3 a7a6 e1g1 e8g8 d3d4 b7b5 c4e2 c5c4 e4e5 d6e5 d4e5 f6d5 c3d5 e7g5 f3g5 d8g5 d5e3 c6e5 d1d6 f8d8 d6c7 e5g6 e2f3 d8d7 c7b6 a8a7 f3c6 d7c7 b6b8 h7h6 a1d1 g8h7 c6e4 f7f5 e4f3 g6f4 g2g3 f4h3 g1h2 f5f4 e3g4 h6h5 g4f6 g7f6 d1d6 e6e5 f1d1 h3f2 d6d8 g5g3
65,mate,white, e2e4 d7d5 e4d5 d8d5 b1c3 d5a5 d2d4 c7c6 g1f3 e7e6 c1d2 g8f6 c3e4 f6e4 d2a5 f8d6 f1d3 e4f6 e1g1 e8g8 f3g5 b7b6 a5d2 c8a6 d3a6 b8a6 a2a3 c6c5 d4c5 d6c5 d2c3 f8d8 d1e2 d8d5 c3f6 g7f6 g5h7 g8h7 e2a6 d5d2 a6b7 d2d8 b7f7 h7h8 f7f6 h8g8 f6e6 g8f8 a1e1 d8e8 e6f6 f8g8 f6g6 g8f8 g6f6 f8g8 e1e8 a8e8 f1d1 e8f8 f6g6 g8h8 d1d2 f8g8 g6h6
47,mate,white, d2d4 e7e6 e2e3 c7c6 f1d3 f8e7 f2f4 e7h4 g2g3 h4f6 g1f3 g8e7 c2c3 e8g8 b1d2 e7d5 e1g1 d5e3 d1e2 e3f1 e2f1 d7d5 f3e5 f6e5 f4e5 b7b5 d2f3 b8d7 f1h3 h7h6 c1h6 g7h6 h3h6 f8e8 d3h7 g8h8 f3g5 d8g5 h6g5 h8h7 a1f1 e8f8 f1f6 d7f6 e5f6 c8a6 g5g7
62,mate,black, d2d4 g8f6 e2e3 d7d5 f1d3 c7c5 b2b3 e7e6 f2f4 b8c6 g1f3 f8d6 b1d2 e8g8 e1g1 b7b6 f3e5 c8b7 d2f3 f6d7 c1d2 a8c8 e5c6 c8c6 f3e5 c6c7 d1f3 f7f6 f3h3 f6f5 g2g4 g7g6 g4f5 e6f5 h3h6 d7f6 d2e1 d8c8 f1f3 c7g7 e1h4 c5d4 f3h3 d6e5 f4e5 f6g4 h4f6 g4h6 h3h6 g7f7 a1f1 d4e3 f1f3 d5d4 f3f4 c8c3 h2h4 c3e1 g1h2 e1h1 h2g3 h1g2
66,mate,black, d2d4 g8f6 e2e3 a7a6 f1d3 b8c6 f2f4 d7d5 g1f3 c6b4 h2h3 b4d3 c2d3 h7h6 e1g1 f6h5 b1c3 h5g3 f1e1 c8f5 e3e4 d5e4 d3e4 f5h7 b2b3 e7e6 e4e5 f8b4 c1b2 b4c3 b2c3 g3e4 c3b2 e8g8 a1c1 c7c6 g2g4 d8d5 f4f5 e4g3 g1g2 g3e4 b2a3 e6f5 a3f8 f5g4 h3g4 a8f8 e1e3 f7f5 g4f5 h7f5 d1e2 e4g5 c1f1 f5e4 g2g1 g5f3 f1f3 e4f3 e2e1 f8f4 e5e6 d5g5 g1f1 g5g2
87,draw,draw, e2e4 c7c5 g1f3 b8c6 f1b5 d8b6 b5c6 b7c6 b1c3 a7a5 d2d3 g7g6 c1e3 d7d6 d1d2 f8g7 a1b1 g8f6 h2h3 a5a4 e1g1 e8g8 e3h6 f6h5 h6g7 g8g7 f1e1 e7e5 d2g5 f7f6 g5e3 b6a5 c3e2 h7h6 g2g4 h5f4 e2f4 e5f4 e3f4 g6g5 f4d6 c8b7 e1d1 a8d8 d6g3 c5c4 d3c4 c6c5 c2c3 b7e4 d1d8 a5d8 b1e1 f8e8 h3h4 d8d3 e1e3 d3d1 g1h2 e4f3 e3f3 e8e1 g3c7 g7g8 c7c8 g8g7 c8c7 g7g8 c7c8 g8f7 c8c7 e1e7 c7c6 e7e6 c6c7 e6e7 c7c6 e7e6 c6c7 f7e8 c7c8 e8e7 c8c7 e7e8 c7c8 e8f7 c8c7
36,mate,black, e2e4 c7c5 g1f3 b8c6 d2d4 c5d4 f3d4 e7e5 d4b3 g8f6 b1c3 f8b4 f2f3 d7d6 f1b5 d8c7 c1g5 c8e6 g5f6 g7f6 d1d2 e8c8 e1c1 h8g8 h2h4 h7h5 d2h6 g8g2 h6h5 b4c3 b2c3 e6b3 a2b3 c7a5 b5c6 a5a1
42,mate,black, e2e4 e7e6 d2d4 d7d5 b1c3 f8b4 e4d5 b4c3 b2c3 d8d5 g1f3 b8c6 f1d3 h7h6 c1f4 b7b5 f4c7 g8f6 a2a3 c8b7 a1b1 a7a6 e1g1 a8c8 c7b6 b7a8 f1e1 c8b8 b6c5 f6d7 d3e4 d5c4 e4c6 a8c6 c5d6 b8d8 d1d2 d7f6 f3e5 c4d5 d6b4 d5g2
47,mate,white, e2e4 d7d5 e4d5 d8d5 b1c3 d5e5 f1e2 c8f5 g1f3 e5f6 d2d4 e7e6 e1g1 f6g6 e2d3 f5d3 c2d3 b8d7 d1a4 f8d6 c3b5 e8c8 b5a7 c8b8 a7b5 b8c8 c1g5 f7f6 b5d6 c7d6 f1c1 c8b8 g5f4 e6e5 d4e5 f6e5 f4e3 b7b6 a4c6 g6f6 c6c7 b8a8 c1c3 d7c5 c3a3 c5a6 a3a6
43,mate,white, e2e4 d7d6 d2d4 c7c6 b1c3 b7b5 a2a3 a7a5 g1f3 c8g4 h2h3 g4f3 d1f3 g8f6 e4e5 d6e5 c3b5 e5e4 f3b3 c6b5 f1b5 b8d7 b5c4 e7e6 e1g1 d7b6 c4b5 f6d7 b5c6 a8b8 d4d5 b6d5 c6d7 e8d7 b3a4 d7e7 f1d1 e7f6 a4e4 f8d6 h3h4 h8e8 c1g5
41,mate,white, d2d4 g8f6 c2c3 g7g6 g2g3 f8g7 f1g2 e8g8 g1f3 d7d6 c1e3 f6e8 d1d2 f7f5 b1a3 e8f6 e3h6 f6e4 d2e3 g7h6 e3h6 b8c6 f3g5 e4f6 g2f3 e7e5 h2h4 e5d4 h4h5 d4d3 f3d5 g8h8 h5g6 d8e7 e2e3 c6e5 g5h7 f6h7 h6h7 e7h7 h1h7
92,mate,black, e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 d2d3 f8c5 b1c3 d7d6 f3g5 e8g8 c1d2 f6g4 d1f3 c5f2 e1e2 f2b6 g5f7 f8f7 c4f7 g8h8 h2h3 c6d4 e2e1 d4f3 g2f3 g4f6 d2g5 h7h6 g5h4 d8e7 f7b3 c8e6 c3d5 e6d5 b3d5 c7c6 d5b3 g7g5 h4g3 f6h5 g3h2 e7d7 e1d2 d7h3 a1f1 h3g2 d2c1 h5f4 c1b1 h8g7 h2f4 e5f4 c2c3 a8e8 d3d4 d6d5 e4e5 e8e6 b3d1 c6c5 f1g1 g2f2 g1f1 f2d2 d1b3 c5c4 b3c2 a7a5 c2f5 e6e7 f1g1 a5a4 a2a3 b6d8 h1h3 e7e8 g1h1 e8h8 h1h2 d2d1 b1a2 d8e7 h2g2 b7b5 h3h4 b5b4 f5c2 b4b3 c2b3 a4b3
146,draw,draw, e2e4 e7e5 g1f3 b8c6 f1b5 d7d6 e1g1 g8f6 d2d3 f8e7 h2h3 e8g8 c1g5 a7a6 b5a4 b7b5 a4b3 c6a5 g5f6 e7f6 a2a4 b5a4 b3a4 a5b7 a4b5 a6a5 b5c6 a8a6 c6b5 a6a7 b1c3 b7c5 c3d5 f6e7 d1d2 a7b7 a1a5 c8d7 b5d7 d8d7 b2b4 c5e6 f1a1 b7b8 a5a7 d7b5 d5c7 e6c7 a7c7 f8e8 c2c3 b5b6 a1a7 e7d8 c7f7 d8f6 f3h4 e8f8 f7f8 g8f8 d2e3 b6e3 f2e3 f8g8 h4f5 b8e8 f5d6 e8d8 d6f5 d8d3 a7a8 g8f7 a8c8 d3d1 g1f2 d1d2 f2e1 d2d3 e1e2 d3d7 b4b5 g7g6 f5g3 f7e7 b5b6 d7b7 c8c7 b7c7 b6c7 e7d7 e2d3 d7c7 d3c4 h7h5 c4d5 h5h4 d5e6 f6h8 g3e2 g6g5 c3c4 c7c6 e2c3 c6c5 e6f7 c5c4 c3d5 c4d3 f7g6 d3e2 g6g5 e2f2 g5h4 f2g2 h4g4 g2f2 h3h4 f2e2 h4h5 e2d3 g4f5 d3c4 h5h6 c4c5 h6h7 c5c4 d5f6 c4d3 f5e5 d3e3 e5f5 e3d4 e4e5 d4c5 e5e6 c5d6 f6e8 d6e7 e8f6 h8f6 h7h8n f6h8 f5g6 h8f6 g6h7 e7e6
90,mate,black, d2d4 g8f6 c2c4 g7g6 e2e3 f8g7 f1e2 e8g8 g1f3 d7d6 e1g1 f6e8 b1c3 f7f5 b2b3 e8f6 c1a3 f8e8 d1d3 b8c6 h2h3 e7e5 d4d5 e5e4 d3d2 e4f3 e2f3 c6e5 f3e2 a7a6 c3a4 c8d7 a1c1 f6e4 d2d1 d7a4 b3a4 e5d7 e2f3 d7c5 f3e4 c5e4 f2f3 e4c5 d1c2 e8e3 f1e1 e3e1 c1e1 d8d7 a3c5 d6c5 a4a5 a8e8 e1d1 g7d4 g1h2 d7d6 h2h1 e8e3 c2a4 c7c6 d5c6 d6c6 a4c2 c6e6 c2b1 e6c4 b1b7 e3e8 b7b1 c4b4 b1d3 e8e1 d1e1 b4e1 h1h2 d4e5 f3f4 e5f4 g2g3 e1f2 h2h1 f2g3 d3d5 g8g7 d5d7 g7h6 d7f7 g3h2
20,mate,black, g1h3 d7d5 b1a3 c7c6 c2c3 c8h3 g2h3 e7e6 e2e3 f8d6 a3c2 g8f6 b2b4 e8g8 c2d4 f6e4 f1g2 d8h4 e1f1 h4f2
114,mate,black, e2e4 e7e6 d2d4 d7d5 b1c3 f8b4 e4e5 g8e7 f2f4 c7c5 g1f3 c5d4 f3d4 b8c6 f1b5 e8g8 e1g1 d8b6 b5c6 b4c3 b2c3 b7c6 d1h5 e7f5 h5d1 c8a6 f1f3 f5d4 c3d4 a6e2 d1e2 b6d4 g1h1 d4a1 f3f1 a1d4 f4f5 e6f5 f1f5 a8e8 h2h3 d4e4 e2e4 d5e4 c1a3 g7g6 f5f6 e8e5 a3f8 g8f8 f6c6 e5a5 c6c4 a5a2 c4e4 a2c2 e4b4 a7a5 b4a4 c2c5 g2g4 f7f5 g4f5 g6f5 h1h2 f8g7 h3h4 g7f6 h2g3 c5b5 a4d4 b5b3 g3g2 b3b4 d4d6 f6e5 d6h6 a5a4 h6h7 e5f4 h7a7 f4g4 a7a5 f5f4 h4h5 b4b2 g2f1 g4f3 f1e1 b2b1 e1d2 f3g2 a5a4 f4f3 a4g4 g2h3 g4f4 h3g3 f4f6 f3f2 d2e2 b1e1 e2d2 f2f1q f6g6 g3h4 h5h6 e1d1 d2c2 f1d3 c2b2 d1d2 b2a1 d3f1
45,mate,white, e2e4 e7e5 d2d4 f8d6 g1f3 e5d4 f1c4 d6c5 c4f7 e8f7 f3e5 f7e6 f2f4 d8h4 g2g3 c5b4 c2c3 h4e7 d1g4 e6d6 c3b4 e7e6 g4d1 d6e7 d1d4 d7d6 e5f3 b7b6 e1g1 c7c5 d4g7 e6f7 g7h8 c5b4 f4f5 c8a6 f3g5 f7f6 h8g8 a6f1 g5e6 f1d3 g8d8 e7f7 d8f8
32,mate,black, e2e4 e7e5 f1d3 d8f6 g1f3 h7h6 b1c3 c7c6 h2h3 f8c5 e1g1 d7d6 b2b3 g7g5 c1b2 g5g4 f3e1 g4h3 g2h3 g8e7 e1f3 c8h3 f1e1 h3g4 d3c4 g4f3 d1c1 h8g8 g1f1 f6h4 c3a4 h4h1
126,mate,black, e2e4 g8f6 b1c3 d7d5 e4e5 f6e4 f1d3 e7e6 d3b5 c7c6 b5a4 f8c5 c3e4 d5e4 d2d3 d8d4 a4c6 b8c6 c1e3 d4b4 c2c3 b4b5 d3d4 c5e7 d1c2 f7f5 e1c1 e8g8 c3c4 b5b6 d4d5 b6a5 d5c6 b7c6 f2f3 a5a2 f3e4 a2a5 g1e2 a8b8 e2d4 a5c5 h1e1 f5f4 d4e6 c8e6 e3c5 e7c5 d1d6 c5e3 c1b1 b8e8 d6c6 h7h5 g2g3 f4f3 e1e3 f3f2 c2d2 f2f1q e3e1 f1f7 c6d6 e6c4 d6d7 e8e7 d7d8 e7e5 d2d6 e5e8 d6d7 c4d3 d7d3 e8d8 e1f1 f7e8 d3c4 g8h8 e4e5 e8e5 f1f8 d8f8 g3g4 e5h2 c4c5 h8g8 g4h5 a7a6 c5c4 f8f7 c4c8 f7f8 c8a6 h2h5 b2b4 h5d1 b1a2 f8f2 a2a3 d1a1 a3b3 a1a6 b3c3 a6b5 c3b3 g7g5 b3a3 f2f8 a3b3 g5g4 b3c3 g4g3 c3d2 g3g2 d2e1 g2g1q e1d2 g1g7 d2e3 b5b4 e3d3 g7g3 d3e2 b4b2 e2d1 g3g1
69,mate,white, e2e4 e7e5 d2d3 d7d6 c2c4 f8e7 g1f3 b8d7 f1e2 g8f6 f3g5 e8g8 b1c3 b7b6 c3d5 f6d5 c4d5 c8b7 e2h5 e7g5 d1f3 d8f6 f3g4 d7c5 c1g5 c5d3 e1d2 f6f2 d2d3 f2b2 g5e7 f8e8 h1f1 b2a3 d3d2 e8e7 g4f5 a8f8 f1f3 a3b2 d2e3 b2a1 g2g4 a1c3 e3e2 b7a6 e2f2 c3b2 f2g3 b2a2 g4g5 a6e2 f3f2 a2a3 g3g2 e2h5 h2h4 b6b5 g5g6 h5g6 f5g5 g6e4 g2f1 a3a1 f1e2 a1b1 f2g2 e7d7 g5g7
49,mate,white, e2e4 g8f6 b1c3 b7b6 g1f3 c8b7 d2d3 b8a6 f1e2 a6c5 e1g1 d7d5 f3g5 a8b8 e2f3 e7e6 f1e1 f8e7 g5h3 e8g8 h3f4 d8d6 c3b5 d6d7 b5c3 g7g6 b2b3 d7c6 e4d5 e6d5 e1e7 f8e8 e7e8 b8e8 f4d5 c6e6 d5e3 e6e5 c1b2 e5g5 c3e4 f6e4 d3e4 e8e4 f3e4 b7e4 d1d4 f7f5 d4g7
40,mate,black, b2b3 g8f6 d2d4 g7g6 c1f4 f8g7 d1d2 f6d5 f4h6 e8g8 e2e4 d5f6 f1c4 f6e4 d2e3 e4f6 g1f3 e7e6 f3e5 d7d6 e5f3 f6g4 e3f4 g4h6 f3g5 h6f5 c4d3 g7d4 c2c3 d4e5 f4g4 h7h5 g4a4 d8g5 e1g1 c8d7 a4b4 d7c6 b1d2 g5g2
39,mate,white, e2e4 d7d5 e4d5 d8d5 b1c3 d5d8 g1f3 c7c5 f1c4 e7e6 d2d4 d8c7 e1g1 g8f6 c1e3 b8c6 d4c5 c6b4 a2a3 b4d5 c4d5 f8c5 e3c5 c7c5 d5b3 e8g8 d1d4 c5h5 a1d1 c8d7 d4h4 h5f5 c3e4 f6e4 d1d7 a8d8 d7d8 f8d8 h4d8
78,mate,black, e2e4 e7e5 d2d3 f7f5 g1f3 d8f6 b2b3 g8e7 c1b2 e7c6 b1d2 f8b4 f1e2 d7d6 e1g1 c8e6 d2c4 b8d7 a2a3 b4c5 b2c3 c6d4 b3b4 d4e2 d1e2 c5d4 c3d4 e5d4 a1d1 d6d5 e4e5 f6f7 f3g5 f7g6 g5e6 g6e6 c4d2 d7e5 e2h5 g7g6 h5h6 e8c8 d1e1 d8e8 d2f3 e6d6 h6g7 h8g8 g7h7 e5f3 g2f3 e8e1 f1e1 g8f8 f3f4 d6f4 h7e7 b7b6 e7f8 c8b7 e1e8 f4c1 g1g2 c1g5 g2f1 g5c1 f1g2 c1g5 g2h3 g5h5 h3g2 h5g5 g2f1 g5c1 f1g2 c1g5 g2h3 g5g4
54,mate,black, e2e4 c7c5 b1c3 b8c6 d2d4 c5d4 c3e2 e7e5 g1f3 f8b4 c1d2 d8a5 c2c3 d4c3 b2c3 b4c5 c3c4 a5b6 a1b1 b6c7 d2c3 d7d6 b1b5 a7a6 c3a5 c6a5 b5b1 g8f6 e2c3 e8g8 f1e2 c8e6 e1g1 e6c4 c3a4 b7b5 a4c5 d6c5 b1c1 c4e2 d1e2 a5c4 c1c4 b5c4 e2c4 f8d8 c4c2 c7d6 f1d1 d6d1 c2d1 d8d1 f3e1 d1e1
62,mate,black, d2d4 e7e6 c2c4 b8c6 e2e3 f8b4 c1d2 b4d2 d1d2 g8f6 b1c3 e8g8 e1c1 a7a5 g2g3 d7d5 c4c5 c6b4 a2a3 b4c6 f2f3 b7b6 c5b6 c7b6 f1h3 h7h5 e3e4 d5e4 f3e4 f6g4 h3g4 h5g4 g1e2 c8b7 h2h3 f7f5 h3g4 f5e4 c3e4 c6b4 a3b4 b7e4 d2f4 f8f4 g3f4 e4h1 d1h1 a8c8 c1d2 a5b4 f4f5 e6f5 g4f5 d8g5 d2d3 g5f5 d3e3 c8c2 h1a1 f5e6 e3d3 e6e2
68,mate,black, g1f3 d7d6 g2g3 e7e5 e2e4 c8g4 f1g2 c7c5 e1g1 d6d5 e4d5 d8d5 b1c3 d5e6 c3b5 f8d6 b2b3 e5e4 d2d4 g4f3 g2f3 e4f3 d1f3 c5d4 f3b7 e6d7 b7a8 d7b5 f1e1 g8e7 c1b2 e8g8 b2d4 b8c6 d4b2 f8a8 a1d1 a8d8 a2a4 b5b6 b2c1 d6c5 e1e3 c5e3 c1e3 d8d1 g1g2 b6e3 f2e3 d1d2 g2h3 d2c2 h3h4 c2h2 h4g4 h2b2 e3e4 b2b3 g4f4 b3a3 g3g4 a3a4 f4g5 e7g6 g5h5 a4e4 h5g5 e4e5
56,mate,black, e2e4 c7c5 b1c3 d7d6 d2d4 c5d4 d1d4 e7e5 d4d5 g8f6 d5b3 b8c6 f1c4 c8e6 c4e6 f7e6 b3b7 c6d4 e1d2 f6g4 g1h3 g7g6 h1d1 f8h6 d2d3 e8g8 c1h6 g4h6 h3g5 d8g5 g2g3 f8f2 b7a8 g8g7 a8a7 h6f7 c3e2 f2e2 d1f1 g5e3 d3c4 e2c2 c4b4 d4c6 b4a4 c6a7 a1e1 e3d4 a4a3 d4b2 a3a4 b2a2 a4b4 f7d8 e1b1 d8c6
